DB06213: 0.24: 
DB06218: 0.64: 
DB06717: 0.44999999999999996: 
DB01125: 0.51: 
DB08799: 0.51: 
DB11157: 0.06999999999999995: 
DB01435: 0.32999999999999996: 
DB02659: 0.030000000000000027: 
DB00964: 0.07999999999999996: 
DB03619: 0.39: 
DB13953: 0.17000000000000004: 
DB14541: 0.020000000000000018: 
DB14655: 0.36: 
DB00945: 0.37: 
DB00637: 0.25: 
DB00335: 0.49: 
DB00993: 0.5900000000000001: 
DB00548: 0.48: 
DB00972: 0.48: 
DB00181: 0.53: 
DB14083: 0.52: 
DB00984: 0.18999999999999995: 
DB13501: 0.62: 
DB00436: 0.39: 
DB12783: 0.5900000000000001: 
DB11125: 0.5900000000000001: 
DB01086: 0.14: 
DB00562: 0.42000000000000004: 
DB00676: 0.20999999999999996: 
DB04890: 0.5: 
DB01244: 0.5800000000000001: 
DB04115: 0.44999999999999996: 
DB01116: 0.54: 
DB06137: 0.63: 
DB09039: 0.44999999999999996: 
DB09348: 0.42000000000000004: 
DB06698: 0.62: 
DB14649: 0.06999999999999995: 
DB00217: 0.62: 
DB00195: 0.12: 
DB01019: 0.39: 
DB09074: 0.53: 
DB01128: 0.54: 
DB04794: 0.61: 
DB00810: 0.27: 
DB01618: 0.51: 
DB09020: 0.56: 
DB00612: 0.36: 
DB00943: 0.22999999999999998: 
DB06787: 0.4: 
DB01158: 0.51: 
DB00484: 0.63: 
DB03793: 0.32999999999999996: 
DB01558: 0.4: 
DB09019: 0.62: 
DB01237: 0.17000000000000004: 
DB12401: 0.15000000000000002: 
DB06770: 0.4: 
DB13346: 0.33999999999999997: 
DB00887: 0.06999999999999995: 
DB00297: 0.0: 
DB09143: 0.53: 
DB08828: 0.55: 
DB00490: 0.62: 
DB00253: 0.19999999999999996: 
DB01008: 0.43999999999999995: 
DB11915: 0.42000000000000004: 
DB00237: 0.050000000000000044: 
DB06756: 0.56: 
DB08907: 0.33999999999999997: 
DB00241: 0.13: 
DB09053: 0.41000000000000003: 
DB09149: 0.47: 
DB08901: 0.48: 
DB11148: 0.33999999999999997: 
DB12713: 0.22999999999999998: 
DB01091: 0.49: 
DB11901: 0.33999999999999997: 
DB11793: 0.5700000000000001: 
DB09034: 0.43999999999999995: 
DB12483: 0.38: 
DB08875: 0.41000000000000003: 
DB08877: 0.31999999999999995: 
DB00185: 0.5900000000000001: 
DB11986: 0.49: 
DB11791: 0.48: 
DB12978: 0.54: 
DB11978: 0.5900000000000001: 
DB12095: 0.39: 
DB00201: 0.08999999999999997: 
DB01080: 0.51: 
DB00661: 0.5: 
DB06718: 0.56: 
DB15694: 0.56: 
DB09346: 0.09999999999999998: 
DB14156: 0.0: 
DB00796: 0.21999999999999997: 
DB11182: 0.31999999999999995: 
DB00411: 0.37: 
DB00564: 0.49: 
DB11186: 0.14: 
DB00748: 0.25: 
DB00395: 0.28: 
DB00821: 0.6: 
DB00521: 0.44999999999999996: 
DB01136: 0.25: 
DB14674: 0.10999999999999999: 
DB01196: 0.18999999999999995: 
DB14540: 0.020000000000000018: 
DB11994: 0.47: 
DB00482: 0.47: 
DB04846: 0.21999999999999997: 
DB01037: 0.31999999999999995: 
DB00341: 0.050000000000000044: 
DB01718: 0.24: 
DB09494: 0.6699999999999999: 
DB00848: 0.6699999999999999: 
DB00283: 0.5: 
DB01563: 0.64: 
DB00291: 0.30000000000000004: 
DB08936: 0.13: 
DB01178: 0.62: 
DB00608: 0.52: 
DB00880: 0.31000000000000005: 
DB01243: 0.43999999999999995: 
DB00352: 0.61: 
DB11121: 0.5800000000000001: 
DB00566: 0.0: 
DB14656: 0.33999999999999997: 
DB01114: 0.06999999999999995: 
DB00477: 0.54: 
DB00672: 0.22999999999999998: 
DB13337: 0.020000000000000018: 
DB00310: 0.47: 
DB00675: 0.5800000000000001: 
DB00356: 0.6599999999999999: 
DB06153: 0.43000000000000005: 
DB00567: 0.16000000000000003: 
DB01188: 0.6599999999999999: 
DB06174: 0.14: 
DB01166: 0.51: 
DB00609: 0.13: 
DB00568: 0.22999999999999998: 
DB00827: 0.5: 
DB09064: 0.53: 
DB09403: 0.5: 
DB01020: 0.48: 
DB00215: 0.54: 
DB11619: 0.28: 
DB01407: 0.54: 
DB04815: 0.31999999999999995: 
DB00349: 0.5700000000000001: 
DB04826: 0.5700000000000001: 
DB00845: 0.43000000000000005: 
DB04837: 0.49: 
DB00636: 0.39: 
DB00882: 0.39: 
DB01242: 0.16000000000000003: 
DB01068: 0.13: 
DB00575: 0.55: 
DB00628: 0.26: 
DB01559: 0.47: 
DB00257: 0.48: 
DB06282: 0.0: 
DB01394: 0.010000000000000009: 
DB01406: 0.55: 
DB04865: 0.26: 
DB09219: 0.52: 
DB13520: 0.29000000000000004: 
DB00817: 0.33999999999999997: 
DB01003: 0.54: 
DB00265: 0.53: 
DB00589: 0.21999999999999997: 
DB04838: 0.53: 
DB00924: 0.35: 
DB13532: 0.12: 
DB00979: 0.43000000000000005: 
DB00606: 0.49: 
DB00942: 0.44999999999999996: 
DB00434: 0.16000000000000003: 
DB00428: 0.41000000000000003: 
DB04816: 0.41000000000000003: 
DB00250: 0.55: 
DB04840: 0.5700000000000001: 
DB01245: 0.0: 
DB04209: 0.54: 
DB01151: 0.45999999999999996: 
DB02703: 0.43000000000000005: 
DB13851: 0.08999999999999997: 
DB01627: 0.12: 
DB00599: 0.10999999999999999: 
DB04574: 0.17000000000000004: 
DB08966: 0.42000000000000004: 
DB08933: 0.5700000000000001: 
DB00539: 0.06999999999999995: 
DB00182: 0.27: 
DB06243: 0.65: 
DB01280: 0.22999999999999998: 
DB00829: 0.13: 
DB01119: 0.4: 
DB00527: 0.56: 
DB01154: 0.22999999999999998: 
DB00694: 0.010000000000000009: 
DB11748: 0.5800000000000001: 
DB01209: 0.32999999999999996: 
DB00298: 0.32999999999999996: 
DB00922: 0.69: 
DB00586: 0.48: 
DB00468: 0.45999999999999996: 
DB04938: 0.08999999999999997: 
DB13274: 0.20999999999999996: 
DB01187: 0.62: 
DB11735: 0.0: 
DB06827: 0.55: 
DB06716: 0.43000000000000005: 
DB01144: 0.54: 
DB00804: 0.5: 
DB01579: 0.32999999999999996: 
DB06480: 0.31999999999999995: 
DB01367: 0.5900000000000001: 
DB00711: 0.6699999999999999: 
DB11570: 0.29000000000000004: 
DB01231: 0.25: 
DB00861: 0.6: 
DB00122: 0.43999999999999995: 
DB01254: 0.49: 
DB04948: 0.6599999999999999: 
DB01139: 0.10999999999999999: 
DB06782: 0.6699999999999999: 
DB05294: 0.22999999999999998: 
DB12767: 0.12: 
DB01274: 0.47: 
DB08965: 0.53: 
DB09097: 0.42000000000000004: 
DB08824: 0.51: 
DB08967: 0.13: 
DB13167: 0.5700000000000001: 
DB01075: 0.38: 
DB01146: 0.51: 
DB00449: 0.4: 
DB00975: 0.5800000000000001: 
DB01200: 0.31999999999999995: 
DB04817: 0.52: 
DB00280: 0.41000000000000003: 
DB04272: 0.61: 
DB00313: 0.53: 
DB11304: 0.43999999999999995: 
DB00620: 0.06000000000000005: 
DB00687: 0.09999999999999998: 
DB01586: 0.0: 
DB01214: 0.49: 
DB11594: 0.53: 
DB01184: 0.26: 
DB00843: 0.45999999999999996: 
DB00561: 0.27: 
DB00590: 0.41000000000000003: 
DB01142: 0.53: 
DB00366: 0.32999999999999996: 
DB00801: 0.10999999999999999: 
DB00450: 0.53: 
DB00997: 0.31000000000000005: 
DB00645: 0.54: 
DB00651: 0.17000000000000004: 
DB11742: 0.37: 
DB01127: 0.010000000000000009: 
DB01010: 0.54: 
DB09009: 0.61: 
DB01084: 0.44999999999999996: 
DB00467: 0.18000000000000005: 
DB00751: 0.31999999999999995: 
DB01215: 0.050000000000000044: 
DB01180: 0.30000000000000004: 
DB00903: 0.5900000000000001: 
DB01013: 0.13: 
DB00392: 0.040000000000000036: 
DB00593: 0.5700000000000001: 
DB00754: 0.38: 
DB03615: 0.13: 
DB08985: 0.09999999999999998: 
DB00749: 0.43000000000000005: 
DB09086: 0.41000000000000003: 
DB00426: 0.25: 
DB01327: 0.18000000000000005: 
DB00949: 0.62: 
DB01023: 0.21999999999999997: 
DB08981: 0.55: 
DB00574: 0.49: 
DB01039: 0.16000000000000003: 
DB00800: 0.5700000000000001: 
DB00573: 0.52: 
DB01288: 0.25: 
DB00813: 0.4: 
DB01604: 0.06999999999999995: 
DB00950: 0.48: 
DB01148: 0.49: 
DB01195: 0.42000000000000004: 
DB00867: 0.22999999999999998: 
DB08976: 0.32999999999999996: 
DB01060: 0.020000000000000018: 
DB08950: 0.43999999999999995: 
DB00196: 0.41000000000000003: 
DB02266: 0.56: 
DB00623: 0.020000000000000018: 
DB01205: 0.43000000000000005: 
DB00193: 0.32999999999999996: 
DB01587: 0.36: 
DB01544: 0.25: 
DB00472: 0.27: 
DB01430: 0.42000000000000004: 
DB00936: 0.18000000000000005: 
DB00690: 0.18999999999999995: 
DB00712: 0.61: 
DB04842: 0.48: 
DB00499: 0.42000000000000004: 
DB00699: 0.29000000000000004: 
DB00983: 0.0: 
DB00776: 0.36: 
DB01501: 0.49: 
DB00190: 0.14: 
DB00695: 0.42000000000000004: 
DB13444: 0.12: 
DB01004: 0.33999999999999997: 
DB00680: 0.33999999999999997: 
DB01241: 0.51: 
DB00406: 0.12: 
DB00118: 0.14: 
DB01067: 0.36: 
DB01437: 0.42000000000000004: 
DB01016: 0.43999999999999995: 
DB00986: 0.14: 
DB00874: 0.31999999999999995: 
DB00629: 0.62: 
DB01170: 0.53: 
DB01018: 0.55: 
DB00495: 0.20999999999999996: 
DB00502: 0.49: 
DB00793: 0.63: 
DB11262: 0.5900000000000001: 
DB00756: 0.62: 
DB00941: 0.6: 
DB13219: 0.55: 
DB11254: 0.52: 
DB00684: 0.20999999999999996: 
DB00999: 0.19999999999999996: 
DB00773: 0.06000000000000005: 
DB00774: 0.18000000000000005: 
DB09352: 0.31000000000000005: 
DB01611: 0.030000000000000027: 
DB00557: 0.14: 
DB09571: 0.0: 
DB01050: 0.49: 
DB00780: 0.39: 
DB00281: 0.41000000000000003: 
DB01365: 0.17000000000000004: 
DB01616: 0.41000000000000003: 
DB00841: 0.30000000000000004: 
DB01607: 0.08999999999999997: 
DB00458: 0.010000000000000009: 
DB03085: 0.30000000000000004: 
DB01427: 0.5800000000000001: 
DB00808: 0.44999999999999996: 
DB00328: 0.040000000000000036: 
DB09115: 0.38: 
DB01362: 0.07999999999999996: 
DB11705: 0.20999999999999996: 
DB08946: 0.26: 
DB09133: 0.040000000000000036: 
DB01218: 0.5700000000000001: 
DB04711: 0.17000000000000004: 
DB09134: 0.040000000000000036: 
DB09313: 0.54: 
DB09135: 0.0: 
DB01359: 0.41000000000000003: 
DB08987: 0.25: 
DB01029: 0.5: 
DB00811: 0.53: 
DB08943: 0.020000000000000018: 
DB00221: 0.26: 
DB00951: 0.54: 
DB00686: 0.42000000000000004: 
DB01625: 0.32999999999999996: 
DB00479: 0.45999999999999996: 
DB02325: 0.32999999999999996: 
DB01064: 0.17000000000000004: 
DB00270: 0.26: 
DB01221: 0.5700000000000001: 
DB01026: 0.18000000000000005: 
DB01009: 0.5700000000000001: 
DB00465: 0.53: 
DB00920: 0.16000000000000003: 
DB11336: 0.48: 
DB00226: 0.65: 
DB00598: 0.42000000000000004: 
DB00555: 0.64: 
DB00448: 0.06999999999999995: 
DB00968: 0.14: 
DB03017: 0.0: 
DB01056: 0.29000000000000004: 
DB01097: 0.6699999999999999: 
DB01006: 0.5700000000000001: 
DB01393: 0.43999999999999995: 
DB01203: 0.43999999999999995: 
DB00343: 0.42000000000000004: 
DB13766: 0.43000000000000005: 
DB01210: 0.31000000000000005: 
DB00978: 0.14: 
DB00836: 0.39: 
DB00455: 0.43999999999999995: 
DB00186: 0.10999999999999999: 
DB00678: 0.31999999999999995: 
DB00408: 0.010000000000000009: 
DB09212: 0.32999999999999996: 
DB01339: 0.0: 
DB09213: 0.0: 
DB04812: 0.5900000000000001: 
DB06795: 0.47: 
DB09238: 0.43999999999999995: 
DB00537: 0.16000000000000003: 
DB00934: 0.49: 
DB00579: 0.5: 
DB12243: 0.62: 
DB00643: 0.65: 
DB12554: 0.48: 
DB04930: 0.6699999999999999: 
DB00657: 0.54: 
DB00888: 0.69: 
DB00737: 0.08999999999999997: 
DB00939: 0.29000000000000004: 
DB00784: 0.25: 
DB09488: 0.53: 
DB01340: 0.42000000000000004: 
DB00881: 0.42000000000000004: 
DB00775: 0.6: 
DB00760: 0.08999999999999997: 
DB01333: 0.18999999999999995: 
DB00358: 0.4: 
DB01043: 0.4: 
DB00170: 0.31999999999999995: 
DB04843: 0.51: 
DB00454: 0.25: 
DB13583: 0.47: 
DB00532: 0.51: 
DB00961: 0.010000000000000009: 
DB04951: 0.69: 
DB00371: 0.15000000000000002: 
DB09090: 0.5700000000000001: 
DB00244: 0.31999999999999995: 
DB00933: 0.07999999999999996: 
DB00816: 0.18000000000000005: 
DB00333: 0.09999999999999998: 
DB00304: 0.13: 
DB00940: 0.54: 
DB00423: 0.24: 
DB00553: 0.5700000000000001: 
DB13624: 0.44999999999999996: 
DB09543: 0.12: 
DB13801: 0.65: 
DB00422: 0.0: 
DB01107: 0.55: 
DB13284: 0.5900000000000001: 
DB00340: 0.55: 
DB00507: 0.5700000000000001: 
DB01233: 0.49: 
DB00708: 0.28: 
DB00524: 0.47: 
DB00264: 0.24: 
DB00916: 0.13: 
DB01011: 0.61: 
DB00214: 0.5900000000000001: 
DB00379: 0.36: 
DB06148: 0.28: 
DB00445: 0.0: 
DB01110: 0.16000000000000003: 
DB00683: 0.35: 
DB00211: 0.29000000000000004: 
DB00235: 0.65: 
DB00805: 0.6599999999999999: 
DB00274: 0.16000000000000003: 
DB00370: 0.45999999999999996: 
DB00648: 0.55: 
DB01204: 0.43999999999999995: 
DB01171: 0.5: 
DB00745: 0.0: 
DB09205: 0.48: 
DB08881: 0.45999999999999996: 
DB12615: 0.25: 
DB11282: 0.5: 
DB01177: 0.030000000000000027: 
DB00923: 0.10999999999999999: 
DB01328: 0.06999999999999995: 
DB00319: 0.28: 
DB01261: 0.52: 
DB00229: 0.09999999999999998: 
DB00715: 0.5900000000000001: 
DB00157: 0.33999999999999997: 
DB01296: 0.36: 
DB00368: 0.07999999999999996: 
DB11512: 0.35: 
DB01092: 0.43000000000000005: 
DB04173: 0.32999999999999996: 
DB00552: 0.45999999999999996: 
DB11217: 0.0: 
DB01197: 0.53: 
DB04465: 0.050000000000000044: 
DB00461: 0.45999999999999996: 
DB00908: 0.0: 
DB01426: 0.31000000000000005: 
DB00400: 0.31000000000000005: 
DB01331: 0.16000000000000003: 
DB00652: 0.06999999999999995: 
DB01337: 0.55: 
DB00728: 0.06000000000000005: 
DB01048: 0.39: 
DB00955: 0.10999999999999999: 
DB00491: 0.19999999999999996: 
DB14512: 0.25: 
DB00765: 0.18999999999999995: 
DB00251: 0.18999999999999995: 
DB11837: 0.52: 
DB01602: 0.06000000000000005: 
DB00601: 0.52: 
DB13943: 0.20999999999999996: 
DB14542: 0.10999999999999999: 
DB01329: 0.15000000000000002: 
DB11817: 0.48: 
DB00779: 0.31999999999999995: 
DB13153: 0.5: 
DB00360: 0.4: 
DB00142: 0.33999999999999997: 
DB00739: 0.14: 
DB06711: 0.55: 
DB00700: 0.30000000000000004: 
DB01036: 0.45999999999999996: 
DB14677: 0.030000000000000027: 
DB01253: 0.010000000000000009: 
DB06212: 0.47: 
DB14657: 0.15000000000000002: 
DB06781: 0.13: 
DB06786: 0.15000000000000002: 
DB00288: 0.06000000000000005: 
DB09070: 0.14: 
DB12127: 0.14: 
DB14596: 0.18999999999999995: 
DB00496: 0.49: 
DB00588: 0.12: 
DB00952: 0.41000000000000003: 
DB11256: 0.050000000000000044: 
DB08912: 0.37: 
DB04038: 0.25: 
DB14895: 0.47: 
DB00755: 0.09999999999999998: 
DB01149: 0.54: 
DB01156: 0.35: 
DB12293: 0.31000000000000005: 
DB00162: 0.06000000000000005: 
DB03756: 0.31000000000000005: 
DB06794: 0.6599999999999999: 
DB01400: 0.54: 
DB12371: 0.56: 
DB00439: 0.31999999999999995: 
DB01098: 0.45999999999999996: 
DB00907: 0.49: 
DB00159: 0.24: 
DB11730: 0.31999999999999995: 
DB00238: 0.43999999999999995: 
DB01024: 0.06999999999999995: 
DB00642: 0.42000000000000004: 
DB01190: 0.49: 
DB03312: 0.08999999999999997: 
DB04820: 0.62: 
DB13228: 0.5800000000000001: 
DB00622: 0.09999999999999998: 
DB05990: 0.0: 
DB06803: 0.56: 
DB11827: 0.4: 
DB00255: 0.45999999999999996: 
DB01115: 0.040000000000000036: 
DB00523: 0.0: 
DB01656: 0.55: 
DB00665: 0.44999999999999996: 
DB06712: 0.07999999999999996: 
DB04743: 0.6699999999999999: 
DB09563: 0.0: 
DB00393: 0.040000000000000036: 
DB00401: 0.16000000000000003: 
DB01595: 0.19999999999999996: 
DB01054: 0.06999999999999995: 
DB00727: 0.37: 
DB12070: 0.31999999999999995: 
DB01262: 0.17000000000000004: 
DB00444: 0.30000000000000004: 
DB04821: 0.5800000000000001: 
DB08934: 0.35: 
DB00540: 0.010000000000000009: 
DB05154: 0.35: 
DB01326: 0.15000000000000002: 
DB06152: 0.21999999999999997: 
DB01165: 0.07999999999999996: 
DB00338: 0.0: 
DB00904: 0.4: 
DB01173: 0.31999999999999995: 
DB01042: 0.43999999999999995: 
DB11359: 0.41000000000000003: 
DB01096: 0.5700000000000001: 
DB00991: 0.62: 
DB12877: 0.35: 
DB00842: 0.09999999999999998: 
DB05013: 0.4: 
DB14723: 0.39: 
DB11712: 0.37: 
DB04822: 0.31000000000000005: 
DB12532: 0.56: 
DB12001: 0.41000000000000003: 
DB01580: 0.47: 
DB01428: 0.020000000000000018: 
DB00892: 0.45999999999999996: 
DB01062: 0.12: 
DB00935: 0.28: 
DB03585: 0.050000000000000044: 
DB00383: 0.16000000000000003: 
DB00233: 0.29000000000000004: 
DB00323: 0.5900000000000001: 
DB00213: 0.31000000000000005: 
DB01113: 0.6: 
DB13154: 0.49: 
DB01626: 0.54: 
DB11815: 0.43000000000000005: 
DB09136: 0.24: 
DB13270: 0.0: 
DB01230: 0.6599999999999999: 
DB00299: 0.31000000000000005: 
DB00738: 0.53: 
DB00312: 0.10999999999999999: 
DB00806: 0.18999999999999995: 
DB12710: 0.16000000000000003: 
DB01074: 0.37: 
DB00639: 0.65: 
